Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,
146499292,00000717,false,Rx,1,8,16,00,00,00,00,00,85,39,
146499533,0000071B,false,Rx,1,8,14,00,00,00,F5,FF,00,00,
146506242,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
146506790,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
146507614,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
146538712,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
146538846,0000010C,false,Rx,1,2,18,00,00,00,00,00,00,00,
146538995,00000549,false,Rx,1,2,18,FF,00,00,00,00,00,00,
146539129,00000547,false,Rx,1,2,18,FF,00,00,00,00,00,00,
146539263,0000054B,false,Rx,1,2,18,FF,00,00,00,00,00,00,
146557135,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146557381,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146557629,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146596401,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146596640,00000227,false,Rx,1,8,7D,03,AA,00,04,00,3A,B8,
146596890,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146597130,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146597362,00000229,false,Rx,1,8,96,03,8E,00,06,00,3A,B8,
146597602,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
146597844,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146598076,0000022B,false,Rx,1,8,52,03,89,00,08,00,3A,B8,
146598324,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146598556,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146598797,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146599030,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146599271,00000717,false,Rx,1,8,17,00,02,60,00,00,40,01,
146599511,00000719,false,Rx,1,8,16,00,00,00,00,00,69,39,
146606229,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
146606760,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
146607562,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
146638714,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
146657130,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146657376,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146657625,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146696378,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146696617,00000227,false,Rx,1,8,81,03,AE,00,08,00,3A,B8,
146696859,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146697099,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146697331,00000229,false,Rx,1,8,9B,03,97,00,08,00,3A,B8,
146697580,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
146697821,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146698053,0000022B,false,Rx,1,8,68,03,96,00,0B,00,3A,B8,
146698302,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146698533,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146698767,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146699007,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146699248,00000717,false,Rx,1,8,18,00,66,06,00,00,00,00,
146699495,00000719,false,Rx,1,8,17,00,00,40,00,00,70,01,
146699736,0000071B,false,Rx,1,8,16,00,00,00,00,00,85,39,
146706193,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
146706763,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
146707550,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
146738716,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
146738850,0000010C,false,Rx,1,2,19,00,00,00,00,00,00,00,
146738993,00000549,false,Rx,1,2,19,FF,00,00,00,00,00,00,
146739127,00000547,false,Rx,1,2,19,FF,00,00,00,00,00,00,
146739261,0000054B,false,Rx,1,2,19,FF,00,00,00,00,00,00,
146757129,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146757375,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146757624,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146796401,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
146796633,00000227,false,Rx,1,8,88,03,AF,00,04,00,3A,B8,
146796882,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146797129,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
146797362,00000229,false,Rx,1,8,A7,03,91,00,0B,00,3A,B8,
146797610,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
146797851,0000020B,false,Rx,1,8,00,00,00,00,68,01,14,00,
146798084,0000022B,false,Rx,1,8,78,03,8D,00,04,00,3A,B8,
146798333,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146798564,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146798806,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146799039,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146799286,00000717,false,Rx,1,8,19,00,00,00,00,00,00,00,
146799534,00000719,false,Rx,1,8,18,00,66,06,00,00,00,00,
146799776,0000071B,false,Rx,1,8,17,00,00,30,00,00,80,01,
146806188,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
146806721,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
146807553,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
146838722,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
146857129,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146857377,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146857624,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146896340,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
146896573,00000227,false,Rx,1,8,8F,03,B1,00,04,00,3A,B8,
146896821,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146897061,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146897302,00000229,false,Rx,1,8,A4,03,99,00,10,00,3A,B8,
146897542,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
146897783,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146898024,0000022B,false,Rx,1,8,7A,03,90,00,03,00,3A,B8,
146898271,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146898503,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146898737,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146898977,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146899217,00000717,false,Rx,1,8,01,00,00,00,CC,0C,00,00,
146899464,00000719,false,Rx,1,8,19,00,00,00,00,00,00,00,
146899707,0000071B,false,Rx,1,8,18,00,66,06,00,00,00,00,
146906142,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
146906712,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
146907499,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
146938705,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
146938839,0000010C,false,Rx,1,2,1A,00,00,00,00,00,00,00,
146938995,00000547,false,Rx,1,2,1A,FF,00,00,00,00,00,00,
146939122,00000549,false,Rx,1,2,1A,FF,00,00,00,00,00,00,
146939256,0000054B,false,Rx,1,2,1A,FF,00,00,00,00,00,00,
146957128,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146957374,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146957621,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
146996311,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
146996542,00000227,false,Rx,1,8,9A,03,A7,00,0D,00,3A,B8,
146996790,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146997039,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
146997272,00000229,false,Rx,1,8,B4,03,91,00,0B,00,3A,B8,
146997511,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
146997760,0000020B,false,Rx,1,8,00,00,00,00,68,01,14,00,
146997993,0000022B,false,Rx,1,8,82,03,94,00,14,00,3A,B8,
146998241,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
146998480,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146998714,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146998947,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
146999194,00000717,false,Rx,1,8,02,00,00,00,00,00,00,00,
146999435,00000719,false,Rx,1,8,01,00,00,00,CC,0C,00,00,
146999684,0000071B,false,Rx,1,8,19,00,00,00,00,00,00,00,
147006119,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
147006674,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
147007499,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
147038707,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
147057130,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147057376,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147057624,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147096223,00000367,false,Rx,1,8,00,00,00,00,00,00,00,00,
147096470,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
147096704,00000227,false,Rx,1,8,A3,03,AD,00,10,00,3A,B8,
147096952,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
147097185,00000229,false,Rx,1,8,B3,03,96,00,0F,00,3A,B8,
147097432,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147097674,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147097907,0000022B,false,Rx,1,8,87,03,98,00,05,00,3A,B8,
147098154,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
147098401,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147098634,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147098868,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147099101,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147099349,00000719,false,Rx,1,8,02,00,00,00,00,00,00,00,
147099597,0000071B,false,Rx,1,8,01,00,00,00,CC,0C,00,00,
147106118,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
147106371,00000377,false,Rx,1,8,00,00,00,00,00,00,00,00,
147106649,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
147107460,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
147116218,00000347,false,Rx,1,8,00,00,00,00,00,08,00,00,
147126216,00000357,false,Rx,1,8,00,00,00,00,00,00,00,00,
147136213,00000327,false,Rx,1,8,00,00,00,00,00,00,00,00,
147138707,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
147138841,0000010C,false,Rx,1,2,1B,00,00,00,00,00,00,00,
147138997,00000547,false,Rx,1,2,1B,FF,00,00,00,00,00,00,
147139125,00000549,false,Rx,1,2,1B,FF,00,00,00,00,00,00,
147139259,0000054B,false,Rx,1,2,1B,FF,00,00,00,00,00,00,
147146210,00000337,false,Rx,1,8,00,00,00,00,00,00,00,00,
147157128,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147157374,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147157622,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147196266,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147196497,00000227,false,Rx,1,8,A9,03,A5,00,10,00,3A,B8,
147196747,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147196979,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147197219,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147197460,00000229,false,Rx,1,8,B8,03,92,00,07,00,3A,B8,
147197701,0000020B,false,Rx,1,8,00,00,00,00,68,01,14,00,
147197934,0000022B,false,Rx,1,8,92,03,90,00,27,00,3A,B8,
147198181,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
147198428,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147198661,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147198902,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147199150,00000369,false,Rx,1,8,00,00,00,00,00,00,00,00,
147199390,00000717,false,Rx,1,8,04,00,00,00,0D,09,03,00,
147199638,0000071B,false,Rx,1,8,02,00,00,00,00,00,00,00,
147206067,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
147206658,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
147206907,00000379,false,Rx,1,8,00,00,00,00,00,00,00,00,
147207440,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
147216757,00000349,false,Rx,1,8,00,00,00,00,00,08,00,00,
147226755,00000359,false,Rx,1,8,00,00,00,00,00,00,00,00,
147236752,00000329,false,Rx,1,8,00,00,00,00,00,00,00,00,
147238708,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
147246747,00000339,false,Rx,1,8,00,00,00,00,00,00,00,00,
147257129,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147257376,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147257623,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147296260,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147296492,00000227,false,Rx,1,8,B0,03,A6,00,03,00,3A,B8,
147296741,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147296981,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147297213,00000229,false,Rx,1,8,C7,03,9D,00,0A,00,3A,B8,
147297462,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
147297696,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147297936,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147298169,0000022B,false,Rx,1,8,96,03,8A,00,07,00,3A,B8,
147298416,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147298656,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147298890,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147299137,0000036B,false,Rx,1,8,00,00,00,00,00,00,00,00,
147299385,00000717,false,Rx,1,8,05,00,00,00,00,00,00,00,
147299626,00000719,false,Rx,1,8,04,00,00,00,0D,09,05,00,
147306062,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
147306609,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
147307442,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
147307690,0000037B,false,Rx,1,8,00,00,00,00,00,00,00,00,
147317538,0000034B,false,Rx,1,8,00,00,00,00,00,08,00,00,
147327537,0000035B,false,Rx,1,8,00,00,00,00,00,00,00,00,
147337534,0000032B,false,Rx,1,8,00,00,00,00,00,00,00,00,
147338704,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
147338840,0000010C,false,Rx,1,2,1C,00,00,00,00,00,00,00,
147338989,00000547,false,Rx,1,2,1C,FF,00,00,00,00,00,00,
147339115,00000549,false,Rx,1,2,1C,FF,00,00,00,00,00,00,
147339249,0000054B,false,Rx,1,2,1C,FF,00,00,00,00,00,00,
147347525,0000033B,false,Rx,1,8,00,00,00,00,00,00,00,00,
147357135,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147357374,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147357629,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147396212,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147396445,00000227,false,Rx,1,8,B6,03,A5,00,04,00,3A,B8,
147396693,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147396933,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147397167,00000229,false,Rx,1,8,D5,03,9B,00,0D,00,3A,B8,
147397414,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
147397654,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147397887,0000022B,false,Rx,1,8,98,03,93,00,06,00,3A,B8,
147398136,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147398367,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147398607,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147398842,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147399082,00000717,false,Rx,1,8,06,00,09,39,00,08,00,40,
147399329,00000719,false,Rx,1,8,05,00,00,00,00,00,00,00,
147399570,0000071B,false,Rx,1,8,04,00,00,00,0D,09,01,00,
147406021,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
147406605,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
147407385,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
147438705,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
147457134,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147457373,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147457628,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147496202,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147496434,00000227,false,Rx,1,8,CC,03,AA,00,05,00,3A,B8,
147496677,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147496916,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147497150,00000229,false,Rx,1,8,D6,03,9D,00,06,00,3A,B8,
147497397,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
147497645,0000020B,false,Rx,1,8,00,00,00,00,68,01,14,00,
147497872,0000022B,false,Rx,1,8,9C,03,8E,00,0D,00,3A,B8,
147498119,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147498358,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147498592,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147498826,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147499066,00000717,false,Rx,1,8,07,00,00,00,02,25,00,00,
147499307,00000719,false,Rx,1,8,06,00,4D,39,00,08,00,40,
147499554,0000071B,false,Rx,1,8,05,00,00,00,00,00,00,00,
147506006,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
147506560,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
147507393,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
147538705,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
147538839,0000010C,false,Rx,1,2,1D,00,00,00,00,00,00,00,
147538988,0000054B,false,Rx,1,2,1D,FF,00,00,00,00,00,00,
147539114,00000547,false,Rx,1,2,1D,FF,00,00,00,00,00,00,
147539249,00000549,false,Rx,1,2,1D,FF,00,00,00,00,00,00,
147557127,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147557373,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147557621,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147596175,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147596406,00000227,false,Rx,1,8,C9,03,AE,00,09,00,3A,B8,
147596646,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147596888,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147597128,00000229,false,Rx,1,8,DB,03,A4,00,08,00,3A,B8,
147597375,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
147597617,0000020B,false,Rx,1,8,00,00,00,00,68,01,14,00,
147597850,0000022B,false,Rx,1,8,A8,03,87,00,0F,00,3A,B8,
147598097,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147598329,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147598570,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147598803,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147599043,00000717,false,Rx,1,8,08,00,00,00,8D,39,00,00,
147599284,00000719,false,Rx,1,8,07,00,00,00,02,25,00,00,
147599524,0000071B,false,Rx,1,8,06,00,71,39,00,08,00,40,
147605996,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
147606550,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
147607345,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
147638702,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
147657131,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147657378,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147657626,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147696162,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
147696401,00000227,false,Rx,1,8,D2,03,AF,00,10,00,3A,B8,
147696641,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147696883,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147697123,00000229,false,Rx,1,8,E1,03,A0,00,11,00,3A,B8,
147697363,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
147697604,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147697839,0000022B,false,Rx,1,8,A5,03,8D,00,0B,00,3A,B8,
147698086,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147698321,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147698553,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147698794,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147699035,00000717,false,Rx,1,8,09,00,65,39,00,00,00,00,
147699275,00000719,false,Rx,1,8,08,00,00,00,8D,39,00,00,
147699515,0000071B,false,Rx,1,8,07,00,00,00,02,25,00,00,
147705951,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
147706541,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
147707321,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
147738708,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
147738835,0000010C,false,Rx,1,2,1E,00,00,00,00,00,00,00,
147738993,00000547,false,Rx,1,2,1E,FF,00,00,00,00,00,00,
147739119,00000549,false,Rx,1,2,1E,FF,00,00,00,00,00,00,
147739253,0000054B,false,Rx,1,2,1E,FF,00,00,00,00,00,00,
147757129,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147757377,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147757624,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147796137,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147796369,00000227,false,Rx,1,8,DC,03,B1,00,06,00,3A,B8,
147796610,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147796858,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147797090,00000229,false,Rx,1,8,ED,03,98,00,08,00,3A,B8,
147797332,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
147797579,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147797805,0000022B,false,Rx,1,8,BB,03,8D,00,0D,00,3A,B8,
147798054,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147798285,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147798525,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147798758,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147799007,00000717,false,Rx,1,8,0A,00,00,00,00,00,00,00,
147799247,00000719,false,Rx,1,8,09,00,65,39,00,00,00,00,
147799487,0000071B,false,Rx,1,8,08,00,00,00,71,39,00,00,
147805946,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
147806500,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
147807325,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
147838706,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
147857129,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147857376,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147857623,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147896106,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147896339,00000227,false,Rx,1,8,E1,03,AF,00,07,00,3A,B8,
147896586,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147896827,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147897059,00000229,false,Rx,1,8,F5,03,9A,00,06,00,3A,B8,
147897300,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
147897548,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147897781,0000022B,false,Rx,1,8,BF,03,87,00,12,00,3A,B8,
147898022,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147898261,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147898494,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147898728,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147898976,00000717,false,Rx,1,8,0B,00,00,00,00,00,00,00,
147899223,00000719,false,Rx,1,8,0A,00,00,00,00,00,00,00,
147899464,0000071B,false,Rx,1,8,09,00,71,39,00,00,00,00,
147905908,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
147906484,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
147907280,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
147938705,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
147938839,0000010C,false,Rx,1,2,1F,00,00,00,00,00,00,00,
147939002,0000054B,false,Rx,1,2,1F,FF,00,00,00,00,00,00,
147939136,00000547,false,Rx,1,2,1F,FF,00,00,00,00,00,00,
147939270,00000549,false,Rx,1,2,1F,FF,00,00,00,00,00,00,
147957127,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147957373,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147957621,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
147996079,00000207,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147996312,00000227,false,Rx,1,8,E0,03,B0,00,08,00,3A,B8,
147996559,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147996801,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147997042,00000229,false,Rx,1,8,00,04,95,00,02,00,3A,B8,
147997282,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
147997529,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
147997758,0000022B,false,Rx,1,8,BA,03,8B,00,09,00,3A,B8,
147998005,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
147998236,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147998476,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147998711,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
147998951,00000717,false,Rx,1,8,0C,01,00,04,04,06,01,00,
147999198,00000719,false,Rx,1,8,0B,00,00,00,00,00,00,00,
147999439,0000071B,false,Rx,1,8,0A,00,00,00,00,00,00,00,
148005874,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
148006473,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
